Date,VTI,VXUS,BND,VWO,BTC,ETH
9/4/2019,149.65,51.14,85.15,40.85,10626.01,176.368
9/5/2019,151.65,51.53,84.71,41.16,10518.1,172.005
9/6/2019,151.68,51.69,84.81,41.29,10356.88,168.77
9/7/2019,151.68,51.69,84.81,41.29,10356.88,168.77
9/8/2019,151.68,51.69,84.81,41.29,10366.7,168.77
9/9/2019,151.77,51.75,84.42,41.4,10237.89,179.42
9/10/2019,151.92,51.84,83.99,41.4,10052.99,178.053
9/11/2019,153.16,52.13,83.94,41.71,10099.08,177.01
9/12/2019,153.62,52.43,83.78,41.97,10331.07,180.025
9/13/2019,153.47,52.73,83.3,42.19,10270.67,180.97
9/14/2019,153.47,52.73,83.3,42.19,10270.67,180.97
9/15/2019,153.47,52.73,83.3,42.19,10275.78,189.198
9/16/2019,152.46,52.31,83.52,41.85,10215.87,199.24
9/17/2019,152.83,52.47,83.71,41.9,10250.3,213.04
9/18/2019,152.81,52.37,83.77,41.69,10196.93,211.287
9/19/2019,152.71,52.45,83.89,41.43,10258.85,219.8
9/20/2019,152.04,52.4,84.19,41.5,10135.94,216.344
9/21/2019,152.04,52.4,84.19,41.5,10135.94,216.344
9/22/2019,152.04,52.4,84.19,41.5,10008.8,208.278
9/23/2019,152.12,52.34,84.25,41.65,9765.49,205.143
9/24/2019,150.71,51.76,84.54,40.63,8582,165.555
9/25/2019,151.66,51.72,84.14,40.67,8511.8,170.807
9/26/2019,151.2,51.77,84.28,40.65,8094.12,164.075
9/27/2019,150.3,51.46,84.37,40.14,8060.97,171.166
9/28/2019,150.3,51.46,84.37,40.14,8060.97,171.166
9/29/2019,150.3,51.46,84.37,40.14,8013.75,168.836
9/30/2019,151,51.66,84.43,40.26,8240.9,177.09
10/1/2019,149.03,51.19,84.33,39.98,8380.24,177.758
10/2/2019,146.61,50.39,84.52,39.79,8235.09,177.355
10/3/2019,147.8,50.78,84.8,40.27,8161.33,172.78
10/4/2019,149.73,51.12,84.94,40.46,8161.33,177.555
10/5/2019,149.73,51.12,84.94,40.46,8161.33,177.555
10/6/2019,149.73,51.12,84.94,40.46,8161.33,171.191
10/7/2019,149.14,50.95,84.72,40.15,8161.33,179.431
10/8/2019,146.73,50.52,84.76,39.81,8161.33,177.838
10/9/2019,148.08,50.92,84.66,40.11,8590.16,192.593
10/10/2019,149.03,51.3,84.4,40.54,8580.86,192.403
10/11/2019,150.63,52.12,84.09,41.08,8342.93,181.934
10/12/2019,150.63,52.12,84.09,41.08,8342.93,181.934
10/13/2019,150.63,52.12,84.09,41.08,8263.34,181.035
10/14/2019,150.49,51.91,84.23,40.99,8343.42,186.968
10/15/2019,151.97,52.45,84.01,41.27,8144.33,178.56
10/16/2019,151.69,52.56,84.1,41.38,7988.24,174.663
10/17/2019,152.19,52.7,84.1,41.51,8046.49,176.555
10/18/2019,151.58,52.6,84.14,41.4,7947.7,174.11
10/19/2019,151.58,52.6,84.14,41.4,7947.7,174.11
10/20/2019,151.58,52.6,84.14,41.4,8226.5,175.173
10/21/2019,152.57,52.92,83.94,41.7,8207.68,173.887
10/22/2019,152.11,52.87,84.09,41.67,8125.1,172.683
10/23/2019,152.42,53.06,84.13,41.69,7491.38,160.578
10/24/2019,152.84,53.15,84.14,41.74,7456.59,161.04
10/25/2019,153.45,53.26,84,41.93,8574.4,180.97
10/26/2019,153.45,53.26,84,41.93,8574.4,180.97
10/27/2019,153.45,53.26,84,41.93,9623.68,186.598
10/28/2019,154.38,53.49,83.82,42.26,9456.3,183.938
10/29/2019,154.35,53.4,83.84,42.02,9446.04,191.535
10/30/2019,154.72,53.6,84.11,42.18,9184.99,182.983
10/31/2019,154.18,53.43,84.51,41.85,9189.42,181.46
11/1/2019,155.83,53.95,84.25,42.5,9212.68,184.375
11/2/2019,155.83,53.95,84.25,42.5,9212.68,184.375
11/3/2019,155.83,53.95,84.25,42.5,9157.7,180.675
11/4/2019,156.4,54.26,84.01,42.81,9443.36,186.45
11/5/2019,156.26,54.35,83.72,43.02,9357.06,190.403
11/6/2019,156.19,54.26,83.9,42.95,9314.92,190.605
11/7/2019,156.72,54.47,83.47,43.24,9209.87,186.508
11/8/2019,157.16,54.34,83.39,42.85,8866.55,185.598
11/9/2019,157.16,54.34,83.39,42.85,8866.55,185.598
11/10/2019,157.16,54.34,83.39,42.85,9042.05,189.66
11/11/2019,156.85,54.16,83.44,42.61,8736.17,186.318
11/12/2019,157.12,54.1,83.49,42.29,8764.95,186.253
11/13/2019,157.19,53.9,83.64,42.02,8753.01,187.657
11/14/2019,157.35,53.84,83.88,42,8651.15,184.96
11/15/2019,158.55,54.2,83.85,42.28,8453.89,179.72
11/16/2019,158.55,54.2,83.85,42.28,8453.89,179.72
11/17/2019,158.55,54.2,83.85,42.28,8555.38,185.387
11/18/2019,158.64,54.23,83.97,42.27,8218.67,178.803
11/19/2019,158.69,54.19,84.06,42.42,8108.09,174.855
11/20/2019,158.19,53.91,84.29,42.26,8087.79,175.275
11/21/2019,157.79,53.81,84.15,42.31,7598.7,159.953
11/22/2019,158.14,53.92,84.2,42.23,7343.85,153.41
11/23/2019,158.14,53.92,84.2,42.23,7343.85,153.41
11/24/2019,158.14,53.92,84.2,42.23,7050,144.53
11/25/2019,159.64,54.32,84.28,42.61,7214.3,148.33
11/26/2019,159.98,54.32,84.42,42.44,7113.51,148.308
11/27/2019,160.74,54.44,84.29,42.57,7550.08,153.923
11/28/2019,160.74,54.44,84.29,42.57,7564.94,152.555
11/29/2019,160.02,53.96,84.29,42.06,7710.34,152.983
11/30/2019,160.02,53.96,84.29,42.06,7710.34,152.983
12/1/2019,160.02,53.96,84.29,42.06,7381.45,151.419
12/2/2019,158.57,53.74,83.89,42.07,7319.36,148.675
12/3/2019,157.63,53.56,84.34,41.9,7329.85,148.24
12/4/2019,158.65,54.02,84.17,42.27,7187.39,145.628
12/5/2019,158.88,54.02,84.08,42.49,7379.66,148.335
12/6/2019,160.29,54.48,83.97,42.65,7469.48,148.8
12/7/2019,160.29,54.48,83.97,42.65,7469.48,148.8
12/8/2019,160.29,54.48,83.97,42.65,7546.9,151.381
12/9/2019,159.78,54.2,83.99,42.49,7356.78,147.581
12/10/2019,159.64,54.3,83.93,42.58,7222.09,145.272
12/11/2019,160.02,54.66,84.21,43.15,7191.95,143.03
12/12/2019,161.33,55.2,83.81,43.74,7200.62,145.046
12/13/2019,161.33,55.43,84.19,43.69,7240.62,144.653
12/14/2019,161.33,55.43,84.19,43.69,7240.62,144.653
12/15/2019,161.33,55.43,84.19,43.69,7120.76,142.7
12/16/2019,162.51,55.96,83.96,44.06,6876.58,132.03
12/17/2019,162.57,55.89,83.97,44.39,6616.45,122.258
12/18/2019,162.64,55.93,83.86,44.63,7131.58,130.833
12/19/2019,163.35,55.9,83.92,44.66,7157.05,126.91
12/20/2019,164.19,55.92,83.94,44.7,7198.73,128.42
12/21/2019,164.19,55.92,83.94,44.7,7198.73,128.42
12/22/2019,164.19,55.92,83.94,44.7,7407.05,132.095
12/23/2019,164.29,55.38,83.7,44.22,7319.77,127.288
12/24/2019,163.44,55.39,83.78,44.18,7246.81,128.3
12/25/2019,163.44,55.39,83.78,44.18,7211.27,125.468
12/26/2019,164.23,55.63,83.86,44.55,7189.08,126.382
12/27/2019,164.08,55.9,83.98,44.61,7219.5,125.71
12/28/2019,164.08,55.9,83.98,44.61,7219.5,125.71
12/29/2019,164.08,55.9,83.98,44.61,7388.48,134.777
12/30/2019,163.19,55.47,83.95,44.36,7243.35,131.675
12/31/2019,163.62,55.69,83.86,44.47,7158.27,128.415
1/1/2020,163.62,55.69,83.86,44.47,7216.21,131.79
1/2/2020,164.98,56.31,83.97,45.53,6960.58,127.911
1/3/2020,163.93,55.62,84.27,44.72,7269.82,132.56
1/4/2020,163.93,55.62,84.27,44.72,7269.82,132.56
1/5/2020,163.93,55.62,84.27,44.72,7363.55,135.48
1/6/2020,164.49,55.7,84.17,44.64,7575.93,141.7
1/7/2020,164.1,55.6,84.1,44.62,8021.36,142.515
1/8/2020,164.91,55.7,83.97,44.82,8004.26,139.12
1/9/2020,165.94,55.95,84.07,45.05,7786.84,136.995
1/10/2020,165.46,55.88,84.21,45.27,8043.69,142.847
1/11/2020,165.46,55.88,84.21,45.27,8101.99,143.835
1/12/2020,165.46,55.88,84.21,45.27,8099.1,144.375
1/13/2020,166.59,56.3,84.16,45.89,8131.06,144.173
1/14/2020,166.5,56.31,84.28,45.68,8736.16,163.793
1/15/2020,166.91,56.16,84.41,45.39,8821.69,165.123
1/16/2020,168.34,56.46,84.36,45.62,8678.8,163.165
1/17/2020,168.76,56.64,84.35,45.91,8906.32,170.875
1/18/2020,168.76,56.64,84.35,45.91,8914.28,176.49
1/19/2020,168.76,56.64,84.35,45.91,8718.75,165.688
1/20/2020,168.76,56.64,84.35,45.91,8671.68,167.013
1/21/2020,168.4,56.02,84.56,44.77,8721.88,168.93
1/22/2020,168.5,56.2,84.63,45.04,8640.65,167.475
1/23/2020,168.69,56,84.78,44.63,8382.87,162.22
1/24/2020,167.09,55.68,84.91,44.29,8406.05,162.28
1/25/2020,167.09,55.68,84.91,44.29,8406.05,162.28
1/26/2020,167.09,55.68,84.91,44.29,8406.05,162.28
1/27/2020,164.58,54.46,85.19,42.8,8406.05,162.28
1/28/2020,166.17,54.87,85.04,43.16,9042.56,172.028
1/29/2020,166.06,54.9,85.28,43.36,9354.7,175.718
1/30/2020,166.46,54.7,85.3,42.77,9552.18,184.925
1/31/2020,163.52,53.8,85.52,42.01,9354.29,180.62
2/1/2020,163.52,53.8,85.52,42.01,9358.74,182.378
2/2/2020,163.52,53.8,85.52,42.01,9443.43,191.605
2/3/2020,164.96,53.9,85.26,42.31,9274.19,189.517
2/4/2020,167.56,54.85,85,43.32,9139.77,187.785
2/5/2020,169.21,55.35,84.86,43.56,9687.28,206.633
2/6/2020,169.68,55.48,84.94,43.54,9737.36,213.443
2/7/2020,168.71,54.93,85.2,42.95,9744.46,219.366
2/8/2020,168.71,54.93,85.2,42.95,9925.58,223.055
2/9/2020,168.71,54.93,85.2,42.95,10077.63,225.294
2/10/2020,169.95,55.04,85.33,43.22,9866.28,222.608
2/11/2020,170.42,55.44,85.19,43.77,10236.53,237.44
2/12/2020,171.49,55.84,85.09,44.33,10389.08,270.133
2/13/2020,171.42,55.41,85.17,43.86,10180.13,262.78
2/14/2020,171.7,55.38,85.26,43.77,10344.55,282.605
2/15/2020,171.7,55.38,85.26,43.77,9924.7,268.245
2/16/2020,171.7,55.38,85.26,43.77,9773.09,252.2
2/17/2020,171.7,55.38,85.26,43.77,9646.95,260.283
2/18/2020,171.3,55.04,85.39,43.62,10154.96,281.3
2/19/2020,172.17,55.3,85.38,43.98,9612.05,262.448
2/20/2020,171.65,54.85,85.59,43.38,9610.56,259.363
2/21/2020,169.89,54.56,85.8,43.22,9674.01,263.088
2/22/2020,169.89,54.56,85.8,43.22,9697.32,263.315
2/23/2020,169.89,54.56,85.8,43.22,9885.42,271.85
2/24/2020,164.3,52.54,86.07,41.7,9606.78,262.155
2/25/2020,159.28,51.82,86.14,41.37,9383.9,250.625
2/26/2020,158.4,51.92,86.09,41.63,8747.24,224.113
2/27/2020,151.46,50.44,86.19,40.63,8757.31,226.525
2/28/2020,150.44,50.25,86.76,40.52,8671.27,226.528
2/29/2020,150.44,50.25,86.76,40.52,8633.36,223.835
3/1/2020,150.44,50.25,86.76,40.52,8512.54,214.795
3/2/2020,156.67,50.8,86.53,41.3,8945.93,233.425
3/3/2020,152.63,50.34,87.05,41.1,8738.3,224.368
3/4/2020,158.73,51.64,87.03,41.68,8732.24,223.478
3/5/2020,153.44,50.4,87.36,40.88,9115.82,231.265
3/6/2020,150.59,49.65,87.96,40.11,9138.35,241.188
3/7/2020,150.59,49.65,87.96,40.11,8892.79,238.953
3/8/2020,150.59,49.65,87.96,40.11,8079.07,202.12
3/9/2020,138.5,45.73,87.77,37.12,7861.2,198.865
3/10/2020,145.37,47.5,86.59,38.99,7999.1,203.26
3/11/2020,138.01,45.14,84.95,37.3,7863.14,193.31
3/12/2020,124.59,40.29,80.33,33.55,5725.35,128.965
3/13/2020,135.93,42.85,83.72,35.9,5434.09,128.775
3/14/2020,135.93,42.85,83.72,35.9,5334.27,127.668
3/15/2020,135.93,42.85,83.72,35.9,5177.49,120.728
3/16/2020,120.46,38.08,84.6,31.56,4904.48,109.623
3/17/2020,126.5,40.05,82.85,33.54,5469.8,119.3
3/18/2020,119.21,37.33,80.85,30.81,5338.27,116.51
3/19/2020,120.09,37.75,80.8,30.98,6254.32,137.335
3/20/2020,115.19,37.62,82.17,31.12,5971.92,125.393
3/21/2020,115.19,37.62,82.17,31.12,6336.94,135.56
3/22/2020,115.19,37.62,82.17,31.12,5937.7,124.478
3/23/2020,111.91,36.75,83.99,30.46,6414.54,132.408
3/24/2020,122.53,39.83,84.08,32.38,6752.28,139.783
3/25/2020,124.22,41.27,85.21,33.44,6598.56,135.34
3/26/2020,131.11,42.89,85.6,34.79,6744.69,136.735
3/27/2020,126.93,41.41,86.06,32.91,6683.67,137.445
3/28/2020,126.93,41.41,86.06,32.91,6258.91,130.985
3/29/2020,126.93,41.41,86.06,32.91,5949.89,125.72
3/30/2020,130.78,42.18,86.15,33.39,6477.56,134.13
3/31/2020,128.91,41.96,85.35,33.55,6481.37,134.745
4/1/2020,122.96,40.36,85.6,32.36,6351.21,132.193
4/2/2020,125.52,41.29,86,33.31,6749.37,140.635
4/3/2020,123.38,40.43,85.96,32.67,6703.55,140.775
4/4/2020,123.38,40.43,85.96,32.67,6843.81,143.825
4/5/2020,123.38,40.43,85.96,32.67,6761.43,142.528
4/6/2020,132.01,42.5,86.23,34.28,7231.12,164.223
4/7/2020,132.16,42.79,86.31,34.48,7118.23,163.55
4/8/2020,136.8,43.21,86.53,34.88,7325.08,172.093
4/9/2020,139.36,43.9,87.48,34.82,7306.08,170.515
4/10/2020,139.36,43.9,87.48,34.82,6920.1,159.228
4/11/2020,139.36,43.9,87.48,34.82,6796.91,155.033
4/12/2020,139.36,43.9,87.48,34.82,7122.4,163.945
4/13/2020,137.7,43.74,87.2,34.95,6828.62,156.708
4/14/2020,141.88,44.51,87.2,35.65,6873.41,159.21
4/15/2020,138.55,43.26,87.63,34.86,6752.45,157.81
4/16/2020,139.2,43.27,87.68,35.06,7060.08,172.518
4/17/2020,143.14,44.4,87.56,35.63,7060.14,171.01
4/18/2020,143.14,44.4,87.56,35.63,7233.21,183.415
4/19/2020,143.14,44.4,87.56,35.63,7150.37,181.47
4/20/2020,140.82,43.76,87.42,35.37,6868.11,171.918
4/21/2020,136.45,42.82,87.53,34.39,6894.6,172.815
4/22/2020,139.53,43.69,87.46,35.28,7119.34,183.03
4/23/2020,139.55,43.59,87.6,35.14,7541.59,189.195
4/24/2020,141.63,43.95,87.57,35.09,7533.88,188.168
4/25/2020,141.63,43.95,87.57,35.09,7553.5,194.23
4/26/2020,141.63,43.95,87.57,35.09,7651.93,196.918
4/27/2020,144.14,44.57,87.26,35.75,7708.12,193.678
4/28/2020,143.69,44.89,87.52,35.84,7736.85,196.638
4/29/2020,147.76,46.07,87.58,36.81,8933.48,216.925
4/30/2020,145.84,45.15,87.51,36.17,8826.56,211.745
5/1/2020,141.81,44.06,87.3,34.96,8734.2,209.893
5/2/2020,141.81,44.06,87.3,34.96,8934.5,214.168
5/3/2020,141.81,44.06,87.3,34.96,8848.36,208.058
5/4/2020,142.35,44.13,87.39,35.4,8921.68,207.375
5/5/2020,143.67,44.29,87.31,35.56,8951.51,205.048
5/6/2020,142.88,44.11,86.92,35.47,9250.9,205.618
5/7/2020,144.75,44.65,87.2,35.7,9801.31,211.8
5/8/2020,147.47,45.39,86.95,36.5,9998.9,214.65
5/9/2020,147.47,45.39,86.95,36.5,9649.88,212.07
5/10/2020,147.47,45.39,86.95,36.5,8675.29,188.193
5/11/2020,147.49,45.35,86.68,36.32,8636.21,186.818
5/12/2020,144.35,44.89,86.96,36.21,8824.98,189.713
5/13/2020,141.45,44.56,87.06,36.1,9300.04,198.273
5/14/2020,142.97,44.37,87.3,36.21,9656.61,202.685
5/15/2020,143.83,44.22,87.35,35.76,9241.91,193.45
5/16/2020,143.83,44.22,87.35,35.76,9381.42,200.2
5/17/2020,143.83,44.22,87.35,35.76,9738.8,207.968
5/18/2020,148.6,45.94,87.19,37.11,9677.73,212.835
5/19/2020,147.02,45.47,87.3,36.74,9690.24,212.553
5/20/2020,149.74,46.24,87.53,37.2,9588.55,210.468
5/21/2020,148.84,45.78,87.62,36.82,9056.92,198.948
5/22/2020,149.26,45.45,87.65,36.12,9181,208.2
5/23/2020,149.26,45.45,87.65,36.12,9235.17,208.023
5/24/2020,149.26,45.45,87.65,36.12,9001.5,206.345
5/25/2020,149.26,45.45,87.65,36.12,8914.38,204.845
5/26/2020,151.34,46.71,87.6,36.92,8859.07,202.198
5/27/2020,153.73,47.14,87.64,36.96,9163.42,206.393
5/28/2020,153.2,47.35,87.67,36.72,9446.84,214.55
5/29/2020,153.71,47.41,87.92,37.36,9415.96,220.115
5/30/2020,153.71,47.41,87.92,37.36,9440.21,235.495
5/31/2020,153.71,47.41,87.92,37.36,9505.38,235.485
6/1/2020,154.75,48.43,87.68,38.21,9680.19,241.87
6/2/2020,155.92,49.15,87.75,39.1,9522.85,236.535
6/3/2020,158.35,50.21,87.55,39.86,9583.65,241.603
6/4/2020,157.85,49.86,87.34,39.36,9783.87,241.708
6/5/2020,161.9,50.83,87.33,40.27,9712.33,241.57
6/6/2020,161.9,50.83,87.33,40.27,9706,242.165
6/7/2020,161.9,50.83,87.33,40.27,9732.43,242.44
6/8/2020,164.1,51.42,87.42,40.59,9702.87,242.288
6/9/2020,162.6,50.86,87.48,40.37,9749.6,243.565
6/10/2020,161.39,50.8,87.85,40.57,9867.63,247.83
6/11/2020,151.87,48.06,87.69,38.5,9340.86,232.475
6/12/2020,153.97,48.99,87.78,39.38,9463.3,237.665
6/13/2020,153.97,48.99,87.78,39.38,9403.53,236.963
6/14/2020,153.97,48.99,87.78,39.38,9382.05,234.095
6/15/2020,155.62,49.04,87.96,39.22,9481.06,232.74
6/16/2020,158.61,49.6,87.85,39.37,9494.7,233.858
6/17/2020,157.84,49.73,87.87,39.73,9374.04,231.44
6/18/2020,157.97,49.62,87.97,39.74,9343.09,229.048
6/19/2020,157.08,49.42,88,39.81,9315.35,229.498
6/20/2020,157.08,49.42,88,39.81,9318.47,227.65
6/21/2020,157.08,49.42,88,39.81,9310.9,229.315
6/22/2020,158.17,49.8,87.97,40.07,9645.06,244.92
6/23/2020,158.79,50.1,87.93,40.47,9629.89,243.523
6/24/2020,154.48,49.02,87.94,39.86,9288.58,234.853
6/25/2020,155.64,49.52,88.03,40.03,9275.81,233.83
6/26/2020,152.02,48.87,88.19,39.55,9190.26,230.12
6/27/2020,152.02,48.87,88.19,39.55,8946.51,218.655
6/28/2020,152.02,48.87,88.19,39.55,9109.76,224.96
6/29/2020,154.25,49.26,88.25,39.81,9180.36,227.493
6/30/2020,156.53,49.17,88.34,39.61,9147.09,225.688
7/1/2020,157.44,49.42,88.2,40.14,9239.05,231.435
7/2/2020,158.07,50.15,88.34,41.09,9082.38,226.33
7/3/2020,158.07,50.15,88.34,41.09,9092.7,226.868
7/4/2020,158.07,50.15,88.34,41.09,9131.21,229.115
7/5/2020,158.07,50.15,88.34,41.09,9013.96,225.023
7/6/2020,160.56,51.27,88.31,42.9,9277.06,238.405
7/7/2020,158.93,50.56,88.45,42.22,9254.79,238.708
7/8/2020,160.23,51.21,88.4,43.35,9430.25,246.375
7/9/2020,159.24,50.76,88.64,43.38,9237.04,241.48
7/10/2020,160.95,51.02,88.54,43.08,9235.1,239.55
7/11/2020,160.95,51.02,88.54,43.08,9217.05,238.9
7/12/2020,160.95,51.02,88.54,43.08,9232.34,238.84
7/13/2020,159.21,50.69,88.58,42.87,9249.8,239.165
7/14/2020,161.3,51.26,88.69,42.89,9272.83,241.435
7/15/2020,163.3,51.71,88.7,42.93,9213.7,238.165
7/16/2020,162.57,51.25,88.76,42.32,9103.61,232.888
7/17/2020,163.19,51.54,88.85,42.51,9157.69,232.675
7/18/2020,163.19,51.54,88.85,42.51,9179.26,236.465
7/19/2020,163.19,51.54,88.85,42.51,9171.94,235.705
7/20/2020,164.44,51.89,88.94,43.11,9175.47,236.638
7/21/2020,164.91,52.18,88.99,43.43,9376.53,245.48
7/22/2020,165.77,52.2,89.11,43.28,9377.3,245.89
7/23/2020,163.96,51.8,89.19,42.99,9593.77,273.34
7/24/2020,162.69,51.61,89.17,42.88,9629.62,286.14
7/25/2020,162.69,51.61,89.17,42.88,9729.45,306.06
7/26/2020,162.69,51.61,89.17,42.88,9895.63,310.8
7/27/2020,164.09,52.35,89.11,43.48,10891.81,324.405
7/28/2020,162.89,51.98,89.15,43.01,10981.18,320.083
7/29/2020,165.05,52.64,89.29,43.77,11222.15,322.585
7/30/2020,164.68,51.98,89.34,43.26,11150.47,338.7
7/31/2020,165.52,51.21,89.46,43.01,11345.63,345.61
8/1/2020,165.52,51.21,89.46,43.01,11847.66,386.583
8/2/2020,165.52,51.21,89.46,43.01,11090.63,373.4
8/3/2020,166.96,51.95,89.27,43.34,11383.53,390.893
8/4/2020,167.62,52.35,89.46,43.83,11214.45,388.145
8/5/2020,168.84,52.66,89.34,44.28,11692.68,400.658
8/6/2020,169.66,52.82,89.48,44.34,11851.58,396.7
8/7/2020,169.8,52.35,89.38,43.44,11575.83,377.89
8/8/2020,169.8,52.35,89.38,43.44,11716.3,388.443
8/9/2020,169.8,52.35,89.38,43.44,11679.9,393.243
8/10/2020,170.27,52.51,89.28,43.43,11859.27,395.223
8/11/2020,168.9,52.63,88.97,43.27,11212.89,373.175
8/12/2020,171.16,53.59,88.74,43.8,11565.95,386.395
8/13/2020,171.03,53.36,88.45,43.63,11615.32,410.493
8/14/2020,170.98,53.1,88.35,43.69,11770.13,439.075
8/15/2020,170.98,53.1,88.35,43.69,11870.5,432.663
8/16/2020,170.98,53.1,88.35,43.69,11849.5,430.65
8/17/2020,171.71,53.6,88.46,44.16,12327.23,438.653
8/18/2020,171.97,53.58,88.58,44.32,12030.11,427.608
8/19/2020,171.3,53.25,88.43,43.81,11715.31,404.51
8/20/2020,171.79,53.11,88.58,43.69,11863.08,416.485
8/21/2020,172.22,52.99,88.77,43.97,11621.41,395.265
8/22/2020,172.22,52.99,88.77,43.97,11608.04,389.04
8/23/2020,172.22,52.99,88.77,43.97,11669.22,393.093
8/24/2020,173.87,53.6,88.67,44.41,11731.2,401.775
8/25/2020,174.45,53.8,88.5,44.82,11265.47,377.84
8/26/2020,176.03,54.08,88.45,44.86,11513.5,389.752
8/27/2020,176.45,53.61,88.13,44.6,11267.05,379.93
8/28/2020,177.68,54.1,88.2,45.14,11502.58,394.4
8/29/2020,177.68,54.1,88.2,45.14,11518.05,405.713
8/30/2020,177.68,54.1,88.2,45.14,11640.79,423.45
8/31/2020,177.28,53.48,88.46,44.19,11678.6,432.6
9/1/2020,178.85,53.8,88.55,45.08,12022.35,482.55
9/2/2020,181.24,54.25,88.74,44.96,11375.47,436.615
9/3/2020,174.94,53.07,88.75,44.17,10785.86,406.48
9/4/2020,173.45,53.18,88.23,44.09,10606.46,391.85
9/5/2020,173.45,53.18,88.23,44.09,10086.94,333.21
9/6/2020,173.45,53.18,88.23,44.09,10236.79,351.835
9/7/2020,173.45,53.18,88.23,44.09,10154.11,345.563
9/8/2020,168.58,52.42,88.36,43.27,10016.81,335.76
9/9/2020,171.88,53.31,88.3,43.83,10259.62,353.77
9/10/2020,169.06,52.65,88.32,43.17,10307.29,365.993
9/11/2020,169.12,53.14,88.41,43.49,10329.82,368.645
9/12/2020,169.12,53.14,88.41,43.49,10441.8,383.37
9/13/2020,169.12,53.14,88.41,43.49,10318.18,363.29
9/14/2020,171.76,53.6,88.41,44.21,10694.29,376.528
9/15/2020,172.74,53.97,88.46,44.71,10867.34,365.87
9/16/2020,172.17,53.89,88.44,44.55,10998.05,365.825
9/17/2020,170.75,53.87,88.44,44.47,10937.41,392.58
9/18/2020,169.09,53.47,88.34,44.12,10890.68,380.34
9/19/2020,169.09,53.47,88.34,44.12,11093.84,386.113
9/20/2020,169.09,53.47,88.34,44.12,10858,369.375
9/21/2020,167.05,52.12,88.39,43.33,10479.79,346.485
9/22/2020,168.71,52.02,88.42,42.95,10516.06,344.875
9/23/2020,164.64,51.39,88.22,42.28,10224.14,322.965
9/24/2020,164.99,51.3,88.23,42.16,10631.74,345.76
9/25/2020,166.96,51.49,88.22,42.15,10717.46,354.94
9/26/2020,166.96,51.49,88.22,42.15,10720.88,353.72
9/27/2020,166.96,51.49,88.22,42.15,10725.25,353.56
9/28/2020,169.99,52.19,88.3,42.57,10871.25,362.925
9/29/2020,169.04,52.12,88.36,42.55,10756.95,357.75
9/30/2020,170.31,52.17,88.22,43.24,10706.95,356.745
10/1/2020,171.73,52.59,88.16,43.62,10606.06,351.76
10/2/2020,170.39,52.36,88.1,43.14,10547.65,346.74
10/3/2020,170.39,52.36,88.1,43.14,10572.62,349.325
10/4/2020,170.39,52.36,88.1,43.14,10650.02,351.855
10/5/2020,173.46,53.13,87.77,43.7,10741.28,352.045
10/6/2020,171.32,52.75,87.89,43.83,10549.5,337.4
10/7/2020,174.31,53.28,87.77,44.24,10661.08,340.825
10/8/2020,175.84,53.65,87.92,44.57,10898.05,351.913
10/9/2020,177.32,54.02,87.94,44.88,11041.96,364.01
10/10/2020,177.32,54.02,87.94,44.88,11367.8,374.632
10/11/2020,177.32,54.02,87.94,44.88,11332.36,373.29
10/12/2020,179.95,54.34,88.07,45.32,11568.4,387.67
10/13/2020,179,53.87,88.14,45.12,11434.88,380.235
10/14/2020,177.81,53.69,88.19,44.92,11393.36,377.043
10/15/2020,177.87,53.13,88.14,44.56,11545.26,380.43
10/16/2020,177.55,53.35,88.07,44.74,11319.41,366.808
10/17/2020,177.55,53.35,88.07,44.74,11354.91,367.103
10/18/2020,177.55,53.35,88.07,44.74,11445.83,375.932
10/19/2020,175.01,53.11,87.99,44.6,11735.13,379.795
10/20/2020,175.62,53.51,87.84,45.05,11904.78,368.418
10/21/2020,175.02,53.36,87.74,45.14,12855.5,395.03
10/22/2020,176.26,53.37,87.59,45.15,13124.02,417.96
10/23/2020,176.84,53.67,87.7,45.36,12942.9,409.389
10/24/2020,176.84,53.67,87.7,45.36,13113.04,412.035
10/25/2020,176.84,53.67,87.7,45.36,13036.88,407.71
10/26/2020,173.63,52.77,87.83,44.77,13019.83,392.945
10/27/2020,172.93,52.58,88.04,44.93,13620.54,403.535
10/28/2020,167.2,51.08,87.92,43.81,13213.48,385.798
10/29/2020,168.78,51.39,87.73,44.27,13486.71,389.123
10/30/2020,166.99,50.97,87.58,43.81,13639.46,384.338
10/31/2020,166.99,50.97,87.58,43.81,13850.1,388.018
11/1/2020,166.99,50.97,87.58,43.81,13823.15,396.928
11/2/2020,168.73,51.68,87.55,44.37,13619.76,385.673
11/3/2020,171.97,52.68,87.53,44.49,13741.48,383.444
11/4/2020,175.72,53.5,88.13,45.92,14008.75,401.298
11/5/2020,179.35,54.66,88.22,46.7,15243.85,413.918
11/6/2020,179.26,54.83,88.02,46.87,15553.32,446.473
11/7/2020,179.26,54.83,88.02,46.87,14837,435.84
11/8/2020,179.26,54.83,88.02,46.87,15342.02,450.283
11/9/2020,181.39,55.98,87.61,47.22,15387.48,447.793
11/10/2020,181.09,56.16,87.44,46.69,15389.01,452.018
11/11/2020,182.56,56.55,87.5,46.89,15831.57,467.143
11/12/2020,180.76,55.79,87.79,46.54,16159.74,463.015
11/13/2020,183.32,56.57,87.82,47.13,16294.47,472.228
